Gem Type,Variety,Carat Weight (ct),Cut/Shape,Colour,Clarity,Treatments,Asking Price (LKR),Final Selling Price (if available),"Dimensions (LxWxH, mm)",Certification Status,Date
Garnet,Brown,1.52,Mixed Brilliant Oval,Brown,Very Slightly Included,Heat Treated,29575.0,,8.88 x 6.97 x 4.23,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,1.55,Mixed Brilliant Round,Greenish Blue,Very Slightly Included,No Enhancement,50375.0,,6.86 x 6.84 x 4.81,Certified by Natural Sapphire Company,2025-09-08
Cobalt Spinel,Blue,11.29,Mixed Brilliant Cushion,Blue,Eye Clean,No Enhancement,7567950.0,,15.44 x 12.13 x 7.19,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.81,Radiant Cut Radiant,Greenish Yellow,Eye Clean,No Enhancement,41275.0,,8.55 x 5.99 x 4.08,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purplish Pink,1.13,Emerald Cut Emerald Cut,Purplish Pink,Eye Clean,No Enhancement,58825.0,,7.64 x 5.31 x 3.06,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Red,1.87,Emerald Cut Emerald Cut,Red,Very Slightly Included,No Enhancement,97175.0,,9.51 x 5.75 x 3.55,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,1.25,Mixed Brilliant Round,Greenish Yellow,Very Slightly Included,No Enhancement,20475.0,,6.39 x 6.41 x 4.16,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brownish Yellow,2.3,Mixed Brilliant Oval,Brownish Yellow,Very Slightly Included,Heat Treated,59800.0,,9.51 x 7.59 x 4.94,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,5.89,Mixed Brilliant Oval,Greenish Yellow,Very Slightly Included,Heat Treated,1416675.0,,12.1 x 8.57 x 6.92,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Purple,0.75,Mixed Brilliant Marquise,Green to Purple,Very Slightly Included,No Enhancement,780000.0,,7.64 x 4.1 x 3.21,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Brown,0.44,Mixed Brilliant Pear,Green to Brown,Eye Clean,No Enhancement,227500.0,,5.5 x 3.62 x 2.97,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Yellowish Green to Purplish Brown,1.56,Cabochon Round,Yellowish Green to Purplish Brown,Slightly Included,No Enhancement,811200.0,,6.18 x 6.01 x 4.05,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,0.91,Mixed Brilliant Pear,Purple,Eye Clean,No Enhancement,8775.0,,8.02 x 6.04 x 3.86,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Peach,9.97,Cabochon Marquise,Peach,Eye Clean,No Enhancement,32500.0,,20.82 x 10.78 x 6.73,Certified by Natural Sapphire Company,2025-09-08
Zircon,Brown,1.87,Mixed Brilliant Pear,Brown,Very Slightly Included,No Enhancement,15925.0,,8.17 x 6.86 x 4.25,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Purplish Red,1.32,Cabochon Oval,Green to Purplish Red,Very Slightly Included,No Enhancement,686400.0,,6.48 x 6.05 x 3.33,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,1.14,Mixed Brilliant Oval,Purple,Eye Clean,No Enhancement,11375.0,,8.12 x 6.1 x 4.11,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,1.75,Mixed Brilliant Oval,Purplish Pink,Eye Clean,No Enhancement,170625.0,,7.99 x 6.15 x 4.62,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.82,Mixed Brilliant Round,Purple,Very Slightly Included,Heat Treated,12675.0,,9.92 x 9.96 x 5.26,Certified by Natural Sapphire Company,2025-09-08
Garnet,Orange,2.46,Checkerboard Round,Orange,Very Slightly Included,No Enhancement,239850.0,,9.36 x 9.29 x 4.71,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Yellowish Green to Brownish Orange,0.51,Mixed Brilliant Oval,Yellowish Green to Brownish Orange,Very Very Slightly Included,No Enhancement,325000.0,,4.93 x 4.11 x 3.31,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,0.99,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,9750.0,,6.64 x 6.56 x 4.45,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.87,Asscher Asscher - Octagon,Blue,Very Slightly Included,No Enhancement,121550.0,,7.09 x 7.05 x 4.39,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Brown,0.47,Mixed Brilliant Cushion,Green to Brown,Very Very Slightly Included,No Enhancement,240500.0,,4.46 x 3.89 x 3.48,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Pink,0.41,Mixed Brilliant Pear,Green to Pink,Very Very Slightly Included,No Enhancement,214500.0,,5.29 x 3.79 x 2.8,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,1.58,Mixed Brilliant Oval,Purplish Red,Eye Clean,No Enhancement,23075.0,,8.09 x 6.09 x 4.14,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Purplish Red,2.05,Cabochon Oval,Green to Purplish Red,Very Very Slightly Included,No Enhancement,932750.0,,7.62 x 6.87 x 4.14,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,1.21,Mixed Brilliant Pear,Purplish Red,Eye Clean,No Enhancement,11700.0,,8.01 x 6.02 x 3.52,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,3.35,Mixed Brilliant Marquise,Blue,Very Slightly Included,Irradiation,13000.0,,14.69 x 7.01 x 4.68,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Grey,26.74,Cabochon Oval,Grey,Very Slightly Included,No Enhancement,121550.0,,20.02 x 13.07 x 13.8,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.9,Mixed Brilliant Round,Purple,Very Very Slightly Included,No Enhancement,102375.0,,5.71 x 5.71 x 4.1,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Blue,0.7,Mixed Brilliant Round,Purplish Blue,Very Slightly Included,No Enhancement,9425.0,,5.12 x 5.15 x 3.65,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Grey,17.05,Cabochon Oval,Grey,Very Very Slightly Included,No Enhancement,77675.0,,20.5 x 16.41 x 7.71,Certified by Natural Sapphire Company,2025-09-08
Rhodolite Garnet,Purplish Red,1.35,Mixed Brilliant Oval,Purplish Red,Eye Clean,No Enhancement,70200.0,,8.36 x 6.22 x 3.25,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Pink,0.36,Mixed Brilliant Marquise,Green to Pink,Very Slightly Included,No Enhancement,188500.0,,6.78 x 3.2 x 2.49,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.28,Mixed Brilliant Oval,Violet,Very Very Slightly Included,No Enhancement,58500.0,,7.37 x 5.47 x 4.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.06,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,34450.0,,7.27 x 4.96 x 3.42,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.06,Emerald Cut Emerald Cut,Purple,Very Slightly Included,No Enhancement,17225.0,,6.91 x 5.06 x 3.84,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,4.5,Mixed Brilliant Cushion,Purplish Red,Eye Clean,No Enhancement,234000.0,,10.08 x 8.68 x 5.91,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.53,Mixed Brilliant Oval,Purple,Very Very Slightly Included,No Enhancement,6500.0,,5.5 x 4.14 x 3.1,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.95,Mixed Brilliant Cushion,Purplish Pink,Very Very Slightly Included,No Enhancement,74100.0,,5.91 x 5.69 x 3.57,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Brown,11.54,Cabochon Oval,Brown,Very Slightly Included,No Enhancement,37375.0,,15.37 x 12.3 x 8.17,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,0.74,Emerald Cut Emerald Cut,Pink,Very Slightly Included,No Enhancement,12025.0,,6.3 x 4.46 x 3.04,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.16,Mixed Brilliant Cushion,Violet,Eye Clean,No Enhancement,52650.0,,7.17 x 5.25 x 3.62,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Blue,0.83,Emerald Cut Emerald Cut,Purplish Blue,Very Slightly Included,No Enhancement,16250.0,,6.44 x 4.6 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,4.94,Emerald Cut Emerald Cut,Purple,Eye Clean,Heat Treated,2079025.0,,12.13 x 8.97 x 5.87,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Brown,7.03,Emerald Cut Emerald Cut,Brown,Eye Clean,Heat Treated,913900.0,,12.81 x 8.99 x 7.34,Certified by Natural Sapphire Company,2025-09-08
Alexandrite,Green to Brown,0.83,Mixed Brilliant Cushion,Green to Brown,Very Very Slightly Included,No Enhancement,455000.0,,5.21 x 4.55 x 3.95,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,2.56,Emerald Cut Emerald Cut,Pink,Eye Clean,Heat Treated,1308450.0,,8.8 x 7.09 x 4.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.69,Mixed Brilliant Oval,Blue,Very Very Slightly Included,No Enhancement,13000.0,,5.78 x 4.94 x 3.31,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.33,Mixed Brilliant Oval,Blue,Very Very Slightly Included,No Enhancement,6500.0,,4.51 x 3.61 x 2.67,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,6.64,Emerald Cut Emerald Cut,Green,Eye Clean,Heat Treated,3118375.0,,12.47 x 9.31 x 6.25,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,2.53,Emerald Cut Emerald Cut,Pinkish Purple,Eye Clean,Heat Treated,1151150.0,,8.34 x 7.3 x 4.66,Certified by Natural Sapphire Company,2025-09-08
Amethyst,Purple,2.49,Checkerboard Oval,Purple,Very Slightly Included,Heat Treated,8125.0,,10.11 x 7.7 x 6.07,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.84,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,13000.0,,6.12 x 4.84 x 3.73,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.02,Mixed Brilliant Cushion,Purple,Eye Clean,No Enhancement,116025.0,,6.15 x 6.12 x 3.58,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,4.21,Radiant Cut Radiant,Red,Eye Clean,No Enhancement,136825.0,,9.93 x 7.17 x 6.19,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,6.4,Cabochon Oval,Green,Eye Clean,No Enhancement,2693600.0,,9.12 x 8.47 x 8.28,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,2.1,Emerald Cut Emerald Cut,Blue,Very Slightly Included,No Enhancement,204750.0,,8.86 x 5.95 x 4.2,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Orange,14.4,Cabochon Oval,Orange,Very Very Slightly Included,No Enhancement,46800.0,,17.06 x 13.34 x 8.78,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.51,Mixed Brilliant Round,Blue,Very Very Slightly Included,No Enhancement,13000.0,,4.69 x 4.68 x 3.41,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greenish Blue,1.16,Mixed Brilliant Cushion,Greenish Blue,Very Very Slightly Included,No Enhancement,65000.0,,6.95 x 5.6 x 3.45,Certified by Natural Sapphire Company,2025-09-08
Citrine,Yellowish Brown,188.13,Mixed Brilliant Cushion,Yellowish Brown,Eye Clean,No Enhancement,611325.0,,41.84 x 31.37 x 25.97,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Orange,13.09,Cabochon Oval,Orange,Very Slightly Included,No Enhancement,59475.0,,16.21 x 12.07 x 8.59,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.04,Mixed Brilliant Oval,Violet,Slightly Included,No Enhancement,101400.0,,6.98 x 5.24 x 3.84,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,3.76,Mixed Brilliant Cushion,Red,Eye Clean,No Enhancement,195650.0,,9.83 x 7.24 x 5.74,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.17,Mixed Brilliant Cushion,Pinkish Purple,Eye Clean,No Enhancement,114075.0,,7.28 x 5.32 x 3.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.97,Mixed Brilliant Oval,Blue,Very Very Slightly Included,No Enhancement,94575.0,,6.19 x 4.99 x 4.71,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,8.24,Cabochon Oval,Green,Not Applicable,No Enhancement,5463250.0,,11.68 x 8.67 x 8.23,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.91,Mixed Brilliant Oval,Blue,Very Slightly Included,No Enhancement,62400.0,,8.54 x 6.74 x 4.79,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.12,Mixed Brilliant Oval,Pinkish Purple,Very Slightly Included,No Enhancement,227825.0,,6.85 x 5.73 x 4.48,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.3,Mixed Brilliant Cushion,Pink,Eye Clean,No Enhancement,152100.0,,6.71 x 5.29 x 4.48,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,3.46,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,78650.0,,9.87 x 8.09 x 4.65,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purplish Red,1.38,Mixed Brilliant Oval,Purplish Red,Very Slightly Included,No Enhancement,9100.0,,7.66 x 6.09 x 3.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.03,Mixed Brilliant Round,Blue,Very Very Slightly Included,No Enhancement,100425.0,,6.53 x 6.54 x 3.73,Certified by Natural Sapphire Company,2025-09-08
Spinel,Brown,0.89,Mixed Brilliant Oval,Brown,Very Very Slightly Included,No Enhancement,86775.0,,7.04 x 5.09 x 2.76,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.79,Mixed Brilliant Oval,Red,Very Very Slightly Included,No Enhancement,20800.0,,7.14 x 5.1 x 2.79,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.79,Mixed Brilliant Oval,Blue,Eye Clean,No Enhancement,77025.0,,6.13 x 5.05 x 3.53,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.82,Mixed Brilliant Oval,Pinkish Purple,Very Very Slightly Included,No Enhancement,15925.0,,6.08 x 4.85 x 3.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.99,Mixed Brilliant Cushion,Blue,Eye Clean,No Enhancement,77350.0,,6.45 x 5.63 x 3.64,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,0.64,Emerald Cut Emerald Cut,Blue,Very Very Slightly Included,Irradiation,6175.0,,6.0 x 4.01 x 2.87,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Brown,14.89,Cabochon Oval,Brown,Very Very Slightly Included,No Enhancement,67600.0,,19.35 x 15.7 x 6.76,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.05,Mixed Brilliant Round,Pinkish Purple,Very Very Slightly Included,No Enhancement,136500.0,,5.99 x 6.04 x 4.39,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.91,Mixed Brilliant Cushion,Pinkish Purple,Very Very Slightly Included,No Enhancement,70850.0,,6.31 x 6.02 x 3.14,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,2.71,Checkerboard Cushion,Red,Very Slightly Included,Heat Treated,79300.0,,8.94 x 7.01 x 5.0,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,1.27,Mixed Brilliant Cushion,Purple,Eye Clean,No Enhancement,82550.0,,7.03 x 6.05 x 3.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Violet,1.25,Mixed Brilliant Oval,Violet,Very Very Slightly Included,No Enhancement,142350.0,,7.16 x 5.47 x 4.22,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Yellowish Brown,0.69,Princess Cut Princess,Yellowish Brown,Eye Clean,No Enhancement,67275.0,,5.11 x 5.08 x 3.72,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,1.7,Mixed Brilliant Round,Red,Eye Clean,No Enhancement,11050.0,,7.01 x 6.98 x 4.09,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.88,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,22750.0,,7.14 x 5.15 x 3.16,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Yellowish Brown,2.93,Mixed Brilliant Cushion,Yellowish Brown,Very Slightly Included,No Enhancement,133250.0,,8.96 x 7.26 x 5.89,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Yellowish Green,2.0,Emerald Cut Emerald Cut,Yellowish Green,Eye Clean,No Enhancement,552500.0,,7.87 x 6.46 x 4.25,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,0.6,Emerald Cut Emerald Cut,Blue,Very Slightly Included,Irradiation,5850.0,,5.91 x 4.08 x 2.68,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,0.94,Mixed Brilliant Round,Greyish Blue,Very Slightly Included,No Enhancement,91650.0,,5.52 x 5.57 x 4.49,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,0.71,Emerald Cut Emerald Cut,Blue,Very Slightly Included,Irradiation,6825.0,,6.09 x 4.04 x 2.96,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.65,Princess Cut Princess,Green,Very Very Slightly Included,No Enhancement,42250.0,,5.05 x 5.01 x 3.58,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,4.76,Emerald Cut Emerald Cut,Red,Very Very Slightly Included,No Enhancement,232050.0,,11.64 x 8.26 x 5.14,Certified by Natural Sapphire Company,2025-09-08
Garnet,Purple,0.83,Mixed Brilliant Radiant,Purple,Very Slightly Included,Heat Treated,178425.0,,6.56 x 4.53 x 2.62,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Green,0.61,Princess Cut Princess,Green,Eye Clean,No Enhancement,39650.0,,5.04 x 5.02 x 3.52,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.85,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,22100.0,,7.01 x 5.07 x 3.3,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.37,Mixed Brilliant Oval,Blue,Eye Clean,No Enhancement,133575.0,,7.08 x 6.1 x 4.4,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Pink,0.86,Mixed Brilliant Oval,Purplish Pink,Very Very Slightly Included,No Enhancement,66950.0,,6.52 x 5.32 x 3.6,Certified by Natural Sapphire Company,2025-09-08
Smokey Quartz,Greyish Brown,92.93,Mixed Brilliant Cushion,Greyish Brown,Eye Clean,No Enhancement,151125.0,,27.93 x 27.92 x 22.05,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.48,Mixed Brilliant Oval,Blue,Very Very Slightly Included,No Enhancement,6500.0,,4.95 x 4.16 x 3.07,Certified by Natural Sapphire Company,2025-09-08
Tourmaline,Pinkish Brown,0.56,Mixed Brilliant Round,Pinkish Brown,Eye Clean,No Enhancement,25350.0,,5.04 x 5.02 x 3.66,Certified by Natural Sapphire Company,2025-09-08
Spinel,Greyish Blue,1.03,Mixed Brilliant Cushion,Greyish Blue,Eye Clean,No Enhancement,80275.0,,6.9 x 5.15 x 3.59,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purplish Blue,0.48,Mixed Brilliant Oval,Purplish Blue,Very Very Slightly Included,No Enhancement,13000.0,,4.93 x 4.18 x 3.2,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,0.81,Mixed Brilliant Cushion,Pinkish Purple,Very Slightly Included,No Enhancement,78975.0,,5.81 x 5.58 x 3.27,Certified by Natural Sapphire Company,2025-09-08
Zircon,Red,1.81,Mixed Brilliant Pear,Red,Slightly Included,No Enhancement,9425.0,,9.05 x 5.54 x 4.93,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Peach,13.44,Cabochon Round,Peach,Very Very Slightly Included,No Enhancement,61100.0,,15.21 x 15.06 x 7.9,Certified by Natural Sapphire Company,2025-09-08
Spinel,Purple,0.34,Mixed Brilliant Round,Purple,Eye Clean,No Enhancement,6500.0,,4.04 x 4.01 x 2.84,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Brown,6.07,Cabochon Oval,Brown,Very Very Slightly Included,No Enhancement,19825.0,,13.41 x 11.11 x 6.02,Certified by Natural Sapphire Company,2025-09-08
Topaz,Blue,0.67,Emerald Cut Emerald Cut,Blue,Very Very Slightly Included,No Enhancement,8775.0,,6.07 x 4.08 x 2.89,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,0.91,Mixed Brilliant Pear,Blue,Eye Clean,No Enhancement,70850.0,,7.87 x 5.07 x 3.03,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Green,2.68,Cabochon Round,Green,Very Very Slightly Included,No Enhancement,454350.0,,7.54 x 7.38 x 4.99,Certified by Natural Sapphire Company,2025-09-08
Spinel,Blue,1.98,Emerald Cut Emerald Cut,Blue,Very Slightly Included,No Enhancement,193050.0,,8.26 x 5.88 x 4.33,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pink,1.02,Mixed Brilliant Round,Pink,Eye Clean,No Enhancement,46150.0,,6.37 x 6.38 x 4.13,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,4.03,Cabochon Oval,Greenish Yellow,Very Very Slightly Included,No Enhancement,1938300.0,,9.53 x 7.12 x 5.71,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.91,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,23400.0,,7.13 x 5.16 x 3.26,Certified by Natural Sapphire Company,2025-09-08
Kornerupine,Green,3.11,Cabochon Oval,Green,Eye Clean,No Enhancement,808600.0,,9.43 x 7.41 x 4.95,Certified by Natural Sapphire Company,2025-09-08
Chrysoberyl,Greenish Yellow,4.55,Cabochon Oval,Greenish Yellow,Very Very Slightly Included,No Enhancement,3016650.0,,9.16 x 7.1 x 6.48,Certified by Natural Sapphire Company,2025-09-08
Spinel,Pinkish Purple,1.5,Mixed Brilliant Round,Pinkish Purple,Very Slightly Included,No Enhancement,170625.0,,6.93 x 6.99 x 4.48,Certified by Natural Sapphire Company,2025-09-08
Garnet,Red,0.76,Mixed Brilliant Oval,Red,Eye Clean,No Enhancement,19500.0,,6.97 x 4.96 x 3.01,Certified by Natural Sapphire Company,2025-09-08
Garnet,Orangish Red,4.13,Emerald Cut Emerald Cut,Orangish Red,Very Very Slightly Included,No Enhancement,671125.0,,11.22 x 7.99 x 4.79,Certified by Natural Sapphire Company,2025-09-08
Moonstone,Peach,10.06,Cabochon Oval,Peach,Eye Clean,No Enhancement,32825.0,,15.81 x 13.83 x 6.62,Certified by Natural Sapphire Company,2025-09-08
