name,price_text,price_value,currency,gem_type,weight_carat,clarity,size_mm,colour,shape_cut,treatment,collected_at
2.05ct Natural Round Orange Sapphire,"Rs 467,900.00",467900.0,LKR,Natural Orange Sapphire,2.05,LC,,Orange,Round,,2025-09-01T13:12:26.079742+00:00
6.46ct Natural Unheated Yellow Sapphire,"Rs 1,778,000.00",1778000.0,LKR,Natural Yellow Sapphire,6.46,EC,,Yellow,Cushion,Unheated,2025-09-01T13:12:34.400475+00:00
2.69ct Natural  Yellow Sapphire,"Rs 467,900.00",467900.0,LKR,Natural Yellow Sapphire,2.69,EC,,Yellow,Oval,,2025-09-01T13:12:43.470619+00:00
2.49ct Natural Orange Sapphire,"Rs 490,200.00",490200.0,LKR,Natural Orange Sapphire,2.49,LC,7.8 × 7.9 × 4.6 mm,Orange,Oval,,2025-09-01T13:12:50.381407+00:00
5.26ct Natural Yellow Sapphire,"Rs 1,172,000.00",1172000.0,LKR,Natural Yellow Sapphire,,EC,,Yellow,Oval,,2025-09-01T13:13:00.920771+00:00
3.29ct Natural Yellow Sapphire,"Rs 639,500.00",639500.0,LKR,Natural Yellow Sapphire,,EC,,Yellow,Oval,,2025-09-01T13:13:08.884197+00:00
1.00ct Natural Unheated Teal Sapphire,"Rs 156,100.00",156100.0,LKR,Natural Teal Sapphire,1.0,LC,,Bluish Green,Hexagon,Unheated,2025-09-01T12:42:08.936103+00:00
1.51ct Natural Teal Sapphire-02 Pcs,"Rs 174,000.00",174000.0,LKR,Natural Teal Sapphire,1.51,EC,5 × 4.5 mm,,Cushion,,2025-09-01T12:42:17.657951+00:00
1.79ct Natural Teal Sapphire-02 Pcs,"Rs 207,400.00",207400.0,LKR,Natural Teal Sapphire,1.79,EC,6 × 4.5 mm,,Cushion,,2025-09-01T12:42:25.156254+00:00
1.82ct Natural Teal Sapphire-02 Pcs,"Rs 209,600.00",209600.0,LKR,Natural Teal Sapphire,1.82,EC,5 × 5 mm,,Cushion,,2025-09-01T12:42:32.864492+00:00
1.51ct Natural Teal Sapphire-02 Pcs,"Rs 174,000.00",174000.0,LKR,Natural Teal Sapphire,1.51,EC,5.5 × 4.5 mm,,Cushion,,2025-09-01T12:42:41.597507+00:00
4.14ct Natural Teal Sapphire,"Rs 602,000.00",602000.0,LKR,Natural Teal Sapphire,4.14,EC,,Green Blue,Oval,Heated,2025-09-01T12:42:48.316094+00:00
1.56ct Natural Teal Sapphire,"Rs 133,800.00",133800.0,LKR,Natural Teal Sapphire,1.56,EC,,Green Blue,Oval,Heated,2025-09-01T12:42:58.069293+00:00
1.78ct Natural Teal Sapphire-02 Pcs,"Rs 174,000.00",174000.0,LKR,Natural Teal Sapphire,1.78,EC,5 × 5 mm,,Cushion,,2025-09-01T12:43:07.161170+00:00
1.81ct Natural Teal Sappphire,"Rs 411,400.00",411400.0,LKR,Teal Sapphire,1.81,EC,,Greenish Blue,Oval,Heated,2025-09-01T12:43:16.203357+00:00
2.55ct Natural Teal Sappphire,"Rs 1,159,400.00",1159400.0,LKR,Natural Teal Sapphire,2.55,EC,,Greenish Blue,Oval,Heated,2025-09-01T12:43:24.190356+00:00
4.00ct Natural Emerald,"Rs 1,622,000.00",1622000.0,LKR,Natural Emerald,,EC,10.1 × 8.4 × 6.8 mm,Green,Emerald Cut,,2025-09-01T13:17:16.552063+00:00
1.20ct Natural Emerald,"Rs 339,800.00",339800.0,LKR,Natural Emerald,,EC,,Green,Oval,,2025-09-01T13:17:25.966253+00:00
4.98ct Natural Emerald (3 Pcs Octagon),"Rs 356,500.00",356500.0,LKR,Natural Emerald,,EC,,Green,Emerald Cut,,2025-09-01T13:17:35.571061+00:00
1.22 ct Natural Emerald,"Rs 339,800.00",339800.0,LKR,Natural Emerald,1.22,EC,,Green,Pear,,2025-09-01T13:17:44.889872+00:00
1.55ct Natural Emerald,"Rs 178,300.00",178300.0,LKR,Natural Emerald,1.55,EC,,Green,Emerald Cut,,2025-09-01T13:17:52.097388+00:00
4.75ct Natural Emerald,"Rs 1,927,200.00",1927200.0,LKR,Natural Emerald,4.75,EC,,Green,Emerald Cut,,2025-09-01T13:17:59.489486+00:00
1.45ct Natural Emerald,"Rs 209,500.00",209500.0,LKR,Natural Emerald,1.45,EC,,Green,Emerald Cut,,2025-09-01T13:18:08.445198+00:00
3.37ct Natural Emerald - 02 Pcs,"Rs 579,300.00",579300.0,LKR,Natural Emerald,,EC,,Green,Emerald Cut,,2025-09-01T13:18:18.990050+00:00
3.66ct Natural Emerald - 02 Pcs (Oval/Square),"Rs 423,400.00",423400.0,LKR,Natural Emerald,,EC,,Green,Oval,,2025-09-01T13:18:29.282879+00:00
4.00ct Natural Emerald,"Rs 1,622,000.00",1622000.0,LKR,Natural Emerald,,EC,10.1 × 8.4 × 6.8 mm,Green,Emerald Cut,,2025-09-01T13:18:35.163098+00:00
1.23 ct Natural Emerald,"Rs 189,400.00",189400.0,LKR,Natural Emerald,,EC,,Green,Emerald Cut,,2025-09-01T13:18:45.335927+00:00
4.00ct Natural Unheated Emerald,"Rs 646,200.00",646200.0,LKR,Natural Emerald,4.0,EC,,Green,Pear,Unheated,2025-09-01T13:18:55.504710+00:00
1.73ct Natural Unheated Padparadscha,"Rs 780,400.00",780400.0,LKR,Natural Unheated Padparadscha,1.73,EC,7.7 x 7 3.5 mm,Orange Pinkish,Cushion,Unheated,2025-09-01T12:33:07.188758+00:00
1.92ct Natural Unheated Padparadscha,"Rs 1,449,300.00",1449300.0,LKR,Natural Unheated Padparadscha,1.92,EC,9.1 x 6.9 x 3.31mm,Orange Pinkish,Oval,Unheated,2025-09-01T12:33:13.034556+00:00
6.73ct Natural Unheated Padparadscha,"Rs 2,229,400.00",2229400.0,LKR,Natural Unheated Padparadscha,6.73,EC,12x9.1x6.7mm,Orange Pinkish,Oval,Unheated,2025-09-01T12:33:19.580382+00:00
2.53ct Unheated Padparadscha,"Rs 1,343,200.00",1343200.0,LKR,Unheated Padparadscha,2.53,EC,9.2x7.2x4.06 mm,Orange Pinkish,Oval,Unheated,2025-09-01T12:33:26.367177+00:00
3.12ct Natural Unheated Padparadscha,"Rs 1,906,400.00",1906400.0,LKR,Natural Unheated Padparadscha,3.12,EC,8.4x7.6x5.2mm,Orange Pinkish,Cushion,Unheated,2025-09-01T12:33:33.401066+00:00
1.04ct Natural Unheated Padparadscha,"Rs 289,900.00",289900.0,LKR,Natural Unheated Padparadscha,1.04,EC,7.2x4.9x3.0mm,Orange Pinkish,Oval,Unheated,2025-09-01T12:33:42.389222+00:00
1.11ct Natural Unheated Padparadscha,"Rs 490,600.00",490600.0,LKR,Natural Unheated Padparadscha,1.11,LC,7.5x5.6x3.1mm,Pinkish Orange,Oval,Unheated,2025-09-01T12:33:48.609602+00:00
2.59ct Natural Unheated Padparadscha,"Rs 735,800.00",735800.0,LKR,Natural Unheated Padparadscha,2.59,EC,7.6x7.6x4.6mm,Pinkish Orange,Round,Unheated,2025-09-01T12:33:55.737345+00:00
1.08ct Natural Unheated Padparadscha,"Rs 431,000.00",431000.0,LKR,Natural Unheated Padparadscha,1.08,LC,7.4 x 5.7 x 2.9mm,Pinkish Orange,Oval,Unheated,2025-09-01T12:34:02.647988+00:00
1.26ct Natural Unheated Padparadscha,"Rs 356,800.00",356800.0,LKR,Natural Unheated Padparadscha,1.26,LC,7.9 x 6.1 x 3.3mm,Pinkish Orange,Oval,Unheated,2025-09-01T12:34:11.525129+00:00
1.47ct Natural Unheated Padparadscha,"Rs 418,100.00",418100.0,LKR,Natural Unheated Padparadscha,1.47,LC,6.5 x 6.5 x 4.03mm,Pinkish Orange,Round,Unheated,2025-09-01T12:34:19.013238+00:00
1.08ct Natural Unheated Padparadscha,"Rs 379,100.00",379100.0,LKR,Unheated Padparadscha,1.08,LC,7.4 x 5.5 x 3.6mm,Pinkish Orange,Heart,Unheated,2025-09-01T12:34:26.944809+00:00
1.19ct Natural Unheated Padparadscha,"Rs 330,000.00",330000.0,LKR,Natural Unheated Padparadscha,1.19,LC,6.2 x 6.2 x 3.6mm,Pinkish Orange,Round,Unheated,2025-09-01T12:34:33.504103+00:00
1.28ct Natural Unheated Padparadscha,"Rs 434,800.00",434800.0,LKR,Natural Unheated Padparadscha,1.28,LC,6.25 x 6.17 x 4.7mm,Pinkish Orange,Cushion,Unheated,2025-09-01T12:34:41.804265+00:00
1.35ct Natural Unheated Padparadscha,"Rs 376,900.00",376900.0,LKR,Unheated Padparadscha,1.35,LC,6.25x6.17x4.7mm,Pinkish Orange,Trilliant,Unheated,2025-09-01T12:34:51.077870+00:00
2.14ct Natural Unheated Padparadscha,"Rs 1,438,100.00",1438100.0,LKR,Unheated Padparadscha,2.14,LC,,Pinkish Orange,Oval,Unheated,2025-09-01T12:34:58.868065+00:00
2.02ct Natural Unheated Padparadscha,"Rs 1,126,000.00",1126000.0,LKR,Unheated Padparadscha,2.02,LC,,Pinkish Orange,Oval,Unheated,2025-09-01T12:35:07.741480+00:00
1.56ct Natural Unheated Padparadscha,"Rs 434,800.00",434800.0,LKR,Natural Padparadscha,1.56,EC,,Pinkish Orange,Pear,Unheated,2025-09-01T12:35:14.187337+00:00
1.34ct Natural Unheated Padparadscha,"Rs 373,500.00",373500.0,LKR,Natural Padparadscha,1.34,EC,,Pinkish Orange,Oval,Unheated,2025-09-01T12:35:20.733713+00:00
1.91ct Natural Unheated Padparascha Sapphire,"Rs 936,500.00",936500.0,LKR,Natural Unheated Padparascha Sapphire,.1.91,,8x6..2x3.9 mm,Orangish Pink,Cushion,Unheated,2025-09-01T12:35:29.551748+00:00
1.48ct Natural Padparadscha,"Rs 512,900.00",512900.0,LKR,Padparadscha Sapphire,1.48,LC,10x4.9x2.6mm,Pinkish Orange,Baguette,Unheated,2025-09-01T12:35:37.971454+00:00
1.23ct Natural Unheated Padparadscha,"Rs 479,400.00",479400.0,LKR,Natural Unheated Padparadscha,1.23,EC,7.5x6.2x3.5mm,Pinkish Orange,Pear,Unheated,2025-09-01T12:35:46.830475+00:00
1.47ct Natural Unheated Padparadscha,"Rs 570,800.00",570800.0,LKR,Natural Unheated Padparadscha,1.47,EC,8.3x6.3x3.2mm,Pinkish Orange,Oval,Unheated,2025-09-01T12:35:54.802890+00:00
0.55ct Natural Unheated Ruby,"Rs 334,500.00",334500.0,LKR,Natural Unheated Ruby,0.55,EC,6.6 x 3.4 x 2.1 mm,Red,Baguette,Unheated,2025-09-01T12:19:37.541717+00:00
0.70ct Natural Unheated Ruby,"Rs 189,600.00",189600.0,LKR,Natural Unheated Ruby,0.7,EC,5.8 x 4.5 mm,Red,Oval,Unheated,2025-09-01T12:19:45.724796+00:00
0.70ct Natural Unheated Ruby,"Rs 267,600.00",267600.0,LKR,Natural Unheated Ruby,0.7,LC,5.4 x 3.3 mm,Pinkish Red,Round,Unheated,2025-09-01T12:19:54.231982+00:00
0.56ct Natural Unheated Ruby,"Rs 211,900.00",211900.0,LKR,Natural Unheated Ruby,0.56,EC,5 mm,Red,Round,Unheated,2025-09-01T12:20:02.197700+00:00
0.54ct Natural Unheated Ruby,"Rs 211,900.00",211900.0,LKR,Natural Unheated Ruby,0.54,EC,5 mm,Red,Round,Unheated,2025-09-01T12:20:09.394228+00:00
0.68ct Natural Unheated Ruby,"Rs 189,600.00",189600.0,LKR,Natural Unheated Ruby,0.68,EC,6.2 x 4.8 mm,Red,Oval,Unheated,2025-09-01T12:20:16.198934+00:00
1.39ct Natural Unheated Ruby,"Rs 958,800.00",958800.0,LKR,Natural Unheated Ruby,1.39,LC,7.4 x 5.9 x 3.2 mm,Red,Oval,Unheated,2025-09-01T12:20:23.616433+00:00
1.07ct Natural Unheated Ruby,"Rs 735,800.00",735800.0,LKR,Natural Unheated Ruby,1.07,EC,7 x 4.8 x 3.1 mm,Red,Cushion,Unheated,2025-09-01T12:20:33.184421+00:00
1.00ct Natural Unheated Ruby,"Rs 390,200.00",390200.0,LKR,Natural Unheated Ruby,1.0,EC,7.2 x 6 mm,Red,Pear,Unheated,2025-09-01T12:20:41.863738+00:00
0.85ct Natural Unheated Ruby,"Rs 490,600.00",490600.0,LKR,Natural Unheated Ruby,0.85,EC,6.1 x 5.2 mm,Red,Oval,Unheated,2025-09-01T12:20:49.884033+00:00
0.92ct Natural Unheated Ruby,"Rs 423,700.00",423700.0,LKR,Natural Unheated Ruby,0.92,EC,6.2 x 5.2 x 3.6 mm,Pinkish Red,Oval,Unheated,2025-09-01T12:20:57.454594+00:00
0.80ct Natural Unheated Ruby,"Rs 278,700.00",278700.0,LKR,Natural Unheated Ruby,0.8,,6.x5.0x3.1mm,Red Ruby,Oval,Unheated,2025-09-01T12:21:05.604734+00:00
1.21ct Natural Unheated Ruby,"Rs 496,100.00",496100.0,LKR,Natural Unheated Ruby,1.21,EC,5.5x6.0mm,Red Ruby,Cushion,Unheated,2025-09-01T12:21:14.589867+00:00
1.58ct  Natural Unheated Ruby,"Rs 793,800.00",793800.0,LKR,Natural Unheated Ruby,1.58,,8.2 x 6.5 x 3.2mm,Pinkish Red,Cushion,Unheated,2025-09-01T12:21:22.650181+00:00
2.92ct Natural Pink Sapphire,"Rs 732,500.00",732500.0,LKR,Natural Pink Sapphire,2.92,,8x7.6x4.4mm,Orangish Pink,Cushion,,2025-09-01T12:21:32.308374+00:00
2.31ct Natural Ruby,"Rs 1,806,000.00",1806000.0,LKR,Natural Ruby,2.31,,10.3 × 7 × 3.7 mm,Red,Pear,,2025-09-01T12:21:38.861752+00:00
1.97ct Natural Unheated Ruby,"Rs 1,757,000.00",1757000.0,LKR,Natural Unheated Ruby,1.97,,7.9×6.5×3.6 mm,Red,Cushion,Unheated,2025-09-01T12:21:46.397904+00:00
2.05ct Natural Ruby,"Rs 579,700.00",579700.0,LKR,Natural Ruby,2.05,LC,7 × 5 mm,Red,Pear,,2025-09-01T12:21:53.540709+00:00
1.57ct Natural Ruby,"Rs 802,700.00",802700.0,LKR,Natural Ruby,1.57,EC,,Pinkish Red,Cushion,,2025-09-01T12:22:01.581786+00:00
1.04ct Natural Unheated Ruby,"Rs 1,137,100.00",1137100.0,LKR,Natural Unheated Ruby,1.04,,5.5 × 4.5 × 3.6 mm,Red,Cushion,Unheated,2025-09-01T12:22:09.157628+00:00
1.32ct Natural Unheated Ruby,"Rs 441,500.00",441500.0,LKR,Natural Unheated Ruby,1.32,,6.21 x 6.04 x 3.65mm,Red,Cushion,Unheated,2025-09-01T12:22:17.232655+00:00
